visibility,windBearing,temperature,date_time,dewPoint,pressure,apparentTemperature,windSpeed,humidity,id,energy
13.18,253,5.58,2013-11-09T00:00:00Z,4.44,1007.04,2.29,4.53,0.92,MAC000002,0.605
12.18,245,5.51,2013-11-09T01:00:00Z,4.24,1007.6,2.33,4.28,0.92,MAC000002,0.389
12.83,240,5.38,2013-11-09T02:00:00Z,3.69,1007.98,2.24,4.15,0.89,MAC000002,0.36100000000000004
13.79,241,4.89,2013-11-09T03:00:00Z,3.26,1008.14,1.62,4.18,0.89,MAC000002,0.357
13.37,242,4.41,2013-11-09T04:00:00Z,2.71,1008.32,1.24,3.8,0.89,MAC000002,0.365
13.55,229,4.22,2013-11-09T05:00:00Z,2.59,1008.39,1.58,2.97,0.89,MAC000002,0.363
14.31,226,3.75,2013-11-09T06:00:00Z,2.51,1008.31,1.37,2.56,0.92,MAC000002,0.5
14.36,216,3.28,2013-11-09T07:00:00Z,2.1,1008.31,1.26,2.1,0.92,MAC000002,0.7370000000000001
15.55,200,3.53,2013-11-09T08:00:00Z,2.28,1008.13,1.33,2.31,0.92,MAC000002,0.48900000000000005
14.11,190,5.18,2013-11-09T09:00:00Z,3.72,1007.61,4.28,1.4,0.9,MAC000002,0.4
11.22,182,6.08,2013-11-09T10:00:00Z,4.66,1006.99,5.24,1.45,0.91,MAC000002,0.7410000000000001
8.61,188,6.47,2013-11-09T11:00:00Z,4.89,1006.76,5.09,1.98,0.9,MAC000002,0.34900000000000003
10.35,207,6.61,2013-11-09T12:00:00Z,5.44,1005.99,6.61,0.98,0.92,MAC000002,0.348
10.27,101,6.76,2013-11-09T13:00:00Z,5.55,1004.76,6.76,1.09,0.92,MAC000002,0.34600000000000003
11.59,65,7.06,2013-11-09T14:00:00Z,5.09,1003.92,6.29,1.5,0.87,MAC000002,0.34600000000000003
11.06,359,7.04,2013-11-09T15:00:00Z,5,1004.06,7.04,1.21,0.87,MAC000002,0.342
11.49,304,6.89,2013-11-09T16:00:00Z,4.72,1004.04,6.16,1.45,0.86,MAC000002,0.34600000000000003
11.2,293,6.32,2013-11-09T17:00:00Z,4.57,1004.4,5.15,1.76,0.89,MAC000002,0.375
11.07,260,6.2,2013-11-09T18:00:00Z,4.44,1004.76,4.34,2.48,0.88,MAC000002,0.8560000000000001
11.14,243,5.35,2013-11-09T19:00:00Z,4.3,1004.64,3.07,2.81,0.93,MAC000002,1.02
9.46,229,5.39,2013-11-09T20:00:00Z,4.38,1004.43,3.42,2.44,0.93,MAC000002,0.645
6.52,219,5.44,2013-11-09T21:00:00Z,4.44,1003.98,3.67,2.22,0.93,MAC000002,0.569
6.18,239,5.86,2013-11-09T22:00:00Z,4.49,1003.44,4.5,1.87,0.91,MAC000002,0.588
6.9,259,5.99,2013-11-09T23:00:00Z,4.97,1003.14,5.07,1.51,0.93,MAC000002,0.5830000000000001
6.44,262,5.96,2013-11-10T00:00:00Z,5.02,1003.32,4.73,1.77,0.94,MAC000002,0.554
6.9,271,6.04,2013-11-10T01:00:00Z,5.05,1003.77,4.38,2.22,0.93,MAC000002,0.567
10.17,295,6.45,2013-11-10T02:00:00Z,5.46,1004.46,4.5,2.65,0.93,MAC000002,0.333
11.12,301,6.44,2013-11-10T03:00:00Z,5,1005.24,4.05,3.29,0.9,MAC000002,0.31700000000000006
12.44,306,6.4,2013-11-10T04:00:00Z,4.52,1006.34,3.68,3.82,0.88,MAC000002,0.31200000000000006
12.94,312,6.32,2013-11-10T05:00:00Z,4.25,1007.72,3.58,3.81,0.87,MAC000002,0.30200000000000005
13.81,307,5.76,2013-11-10T06:00:00Z,3.33,1009.22,2.92,3.77,0.84,MAC000002,0.28900000000000003
13.99,304,4.79,2013-11-10T07:00:00Z,2.77,1010.8,1.55,4.09,0.87,MAC000002,0.29100000000000004
14.31,301,4.94,2013-11-10T08:00:00Z,2.37,1012.43,1.51,4.49,0.83,MAC000002,0.28700000000000003
13.57,307,5.85,2013-11-10T09:00:00Z,2.72,1013.82,2.57,4.64,0.8,MAC000002,0.48
12.54,313,6.96,2013-11-10T10:00:00Z,2.04,1015.29,3.66,5.29,0.71,MAC000002,0.46900000000000003
12.38,317,7.97,2013-11-10T11:00:00Z,2.02,1016.66,4.84,5.53,0.66,MAC000002,1.0270000000000001
12.38,319,8.85,2013-11-10T12:00:00Z,1.79,1017.72,6.29,4.65,0.61,MAC000002,1.1869999999999998
12.87,328,9.14,2013-11-10T13:00:00Z,1,1018.63,6.77,4.39,0.57,MAC000002,1.6880000000000002
13.78,329,9.22,2013-11-10T14:00:00Z,0.98,1019.51,7.21,3.67,0.56,MAC000002,0.826
15.63,311,9.15,2013-11-10T15:00:00Z,0.75,1020.7,7.3,3.33,0.56,MAC000002,1.8880000000000001
15.63,298,7.92,2013-11-10T16:00:00Z,0.84,1021.91,6.58,2.22,0.61,MAC000002,1.948
15.63,280,5.83,2013-11-10T17:00:00Z,1.3,1022.86,5.83,1.25,0.73,MAC000002,1.585
16.09,272,4.29,2013-11-10T18:00:00Z,1.41,1023.65,4.29,0.92,0.81,MAC000002,2.726
15.69,228,3.67,2013-11-10T19:00:00Z,1.47,1024.09,3.67,0.84,0.86,MAC000002,1.609
13.33,215,3.49,2013-11-10T20:00:00Z,1.81,1024.8,3.49,1.15,0.89,MAC000002,2.168
10.25,208,2.97,2013-11-10T21:00:00Z,1.63,1025.3,1.1,1.91,0.91,MAC000002,1.734
11.27,204,2.58,2013-11-10T22:00:00Z,1.29,1025.49,0.71,1.86,0.91,MAC000002,2.386
11.12,175,2.61,2013-11-10T23:00:00Z,1.06,1025.36,2.61,1.24,0.89,MAC000002,3.3899999999999997
11.44,172,2.53,2013-11-11T00:00:00Z,1.32,1025.14,2.53,1.19,0.92,MAC000002,2.734
10.67,169,2.91,2013-11-11T01:00:00Z,1.68,1025.18,2.91,0.97,0.92,MAC000002,0.766
10.09,138,2.98,2013-11-11T02:00:00Z,1.35,1024.81,1.21,1.83,0.89,MAC000002,0.21100000000000002
11.81,148,3.67,2013-11-11T03:00:00Z,1.95,1024.18,1.53,2.29,0.88,MAC000002,0.219
12.44,143,4.85,2013-11-11T04:00:00Z,2.72,1023.56,3.1,2.09,0.86,MAC000002,0.227
11.81,150,5.98,2013-11-11T05:00:00Z,3.44,1023.16,3.99,2.58,0.84,MAC000002,0.215
12.68,155,7.15,2013-11-11T06:00:00Z,5.04,1022.87,5.18,2.87,0.86,MAC000002,0.215
11.04,176,8.26,2013-11-11T07:00:00Z,5.81,1022.61,5.49,4.78,0.85,MAC000002,0.733
10.49,179,8.74,2013-11-11T08:00:00Z,6.79,1022.64,5.62,6.06,0.88,MAC000002,1.925
9.56,182,9.59,2013-11-11T09:00:00Z,6.99,1022.6,6.77,5.87,0.84,MAC000002,0.253
7,183,9.88,2013-11-11T10:00:00Z,7.92,1022.34,7.05,6.12,0.88,MAC000002,0.222
6.44,188,10.04,2013-11-11T11:00:00Z,8.49,1022.24,10.04,5.7,0.9,MAC000002,0.529
5.92,190,10.94,2013-11-11T12:00:00Z,9.45,1021.91,10.94,5.1,0.91,MAC000002,1.2480000000000002
5.44,191,11.08,2013-11-11T13:00:00Z,10.01,1021.45,11.08,5.38,0.93,MAC000002,0.24300000000000005
5.87,193,11.53,2013-11-11T14:00:00Z,10.51,1021.12,11.53,5.01,0.93,MAC000002,0.254
4.86,193,11.68,2013-11-11T15:00:00Z,10.64,1021,11.68,5.1,0.93,MAC000002,0.24300000000000002
4.07,192,11.67,2013-11-11T16:00:00Z,10.98,1021.03,11.67,4.84,0.96,MAC000002,0.435
7.63,193,12.11,2013-11-11T17:00:00Z,11.15,1021.24,12.11,4.35,0.94,MAC000002,1.7179999
5.57,199,12.05,2013-11-11T18:00:00Z,11.39,1021.69,12.05,4.14,0.96,MAC000002,3.487
7.26,200,12.06,2013-11-11T19:00:00Z,11.45,1021.9,12.06,3.87,0.96,MAC000002,1.8820000000000001
3.15,209,12.18,2013-11-11T20:00:00Z,11.59,1022.23,12.18,3.46,0.96,MAC000002,2.635
4.2,195,12.53,2013-11-11T21:00:00Z,12.02,1021.92,12.53,2.75,0.97,MAC000002,2.3119999
3.57,211,12.61,2013-11-11T22:00:00Z,12.08,1022.03,12.61,2.68,0.97,MAC000002,2.5629999999999997
4.51,214,12.63,2013-11-11T23:00:00Z,12.5,1021.74,12.63,2.58,0.99,MAC000002,1.496
5.38,224,13.03,2013-11-12T00:00:00Z,12.52,1021.63,13.03,2.64,0.97,MAC000002,0.8380000000000001
4.52,239,13.11,2013-11-12T01:00:00Z,12.57,1021.6,13.11,2.93,0.97,MAC000002,0.45500000000000007
4.38,248,13.03,2013-11-12T02:00:00Z,12.56,1021.57,13.03,2.49,0.97,MAC000002,0.226
5.47,249,12.68,2013-11-12T03:00:00Z,12.63,1021.33,12.68,2.79,1,MAC000002,0.20800000000000002
5.94,264,12.65,2013-11-12T04:00:00Z,12.52,1021.14,12.65,2.74,0.99,MAC000002,0.20600000000000002
3.96,278,12.51,2013-11-12T05:00:00Z,12.38,1021.23,12.51,2.41,0.99,MAC000002,0.20400000000000001
5.52,335,11.74,2013-11-12T06:00:00Z,11.54,1021.81,11.74,3.66,0.99,MAC000002,0.552
5.57,350,10.23,2013-11-12T07:00:00Z,8.93,1022.83,10.23,3.71,0.92,MAC000002,0.694
6.21,346,9.79,2013-11-12T08:00:00Z,9.16,1023.9,8.51,2.61,0.96,MAC000002,0.492
9.27,334,10.2,2013-11-12T09:00:00Z,9.19,1024.78,10.2,2.54,0.93,MAC000002,0.984
11.35,328,10.44,2013-11-12T10:00:00Z,8.57,1025.5,10.44,2.31,0.88,MAC000002,1.9569999999999999
11.76,322,11.29,2013-11-12T11:00:00Z,8.95,1025.77,11.29,3,0.85,MAC000002,1.483
12.13,336,12.27,2013-11-12T12:00:00Z,8.32,1025.76,12.27,4,0.77,MAC000002,1.9560001000000002
12.13,341,12.36,2013-11-12T13:00:00Z,7.72,1026.04,12.36,4.76,0.73,MAC000002,0.9400000000000001
12.13,342,11.93,2013-11-12T14:00:00Z,6.27,1026.49,11.93,3.87,0.68,MAC000002,0.21300000000000002
12.13,337,11.69,2013-11-12T15:00:00Z,6.28,1026.97,11.69,3.56,0.69,MAC000002,0.225
12.39,332,10.62,2013-11-12T16:00:00Z,6.11,1027.89,10.62,2.71,0.74,MAC000002,0.402
13.57,322,9.87,2013-11-12T17:00:00Z,6.01,1029.12,8.81,2.3,0.77,MAC000002,0.543
14.6,324,9.54,2013-11-12T18:00:00Z,5.45,1030.07,8.84,1.79,0.76,MAC000002,1.0579999999999998
14.6,314,8.52,2013-11-12T19:00:00Z,4.89,1030.92,7.41,2.07,0.78,MAC000002,1.532
13.86,298,8.04,2013-11-12T20:00:00Z,4,1031.95,6.96,1.95,0.76,MAC000002,0.522
13.97,308,7.53,2013-11-12T21:00:00Z,3.49,1032.54,6.12,2.22,0.76,MAC000002,0.542
13.9,301,6.9,2013-11-12T22:00:00Z,3.33,1033.04,5.47,2.11,0.78,MAC000002,0.531
13.12,292,6.08,2013-11-12T23:00:00Z,3.22,1033.29,4.61,2.01,0.82,MAC000002,0.47200000000000003
12.62,290,5.19,2013-11-13T00:00:00Z,3.16,1033.75,3.53,2.07,0.87,MAC000002,0.457
13.05,284,4.62,2013-11-13T01:00:00Z,2.74,1033.82,2.82,2.11,0.88,MAC000002,0.257
10.25,287,4.18,2013-11-13T02:00:00Z,2.91,1033.86,2.56,1.86,0.91,MAC000002,0.22700000000000004
11.86,258,3.32,2013-11-13T03:00:00Z,2.08,1033.92,2.08,1.46,0.92,MAC000002,0.20400000000000001
10.98,257,3.06,2013-11-13T04:00:00Z,1.95,1033.99,3.06,1.08,0.92,MAC000002,0.198
11.22,254,2.89,2013-11-13T05:00:00Z,2.22,1034.14,1.29,1.69,0.95,MAC000002,0.199
12.31,254,2.2,2013-11-13T06:00:00Z,1.55,1034.45,0.78,1.48,0.95,MAC000002,0.21000000000000002
12.87,242,2.11,2013-11-13T07:00:00Z,1.43,1034.77,0.49,1.6,0.95,MAC000002,0.22
13.08,236,2.33,2013-11-13T08:00:00Z,1.62,1035.19,0.39,1.89,0.95,MAC000002,0.42200000000000004
15.37,246,4.2,2013-11-13T09:00:00Z,2.79,1035.35,2.69,1.77,0.91,MAC000002,0.9810000000000001
16.09,246,6.42,2013-11-13T10:00:00Z,4.29,1035.26,5.4,1.64,0.86,MAC000002,0.977
16.09,259,8.37,2013-11-13T11:00:00Z,3.83,1034.84,7.6,1.67,0.73,MAC000002,1.059
13.29,234,9.87,2013-11-13T12:00:00Z,4.3,1033.87,9.09,1.94,0.68,MAC000002,0.619
12.23,234,9.65,2013-11-13T13:00:00Z,3.98,1032.98,8.18,2.85,0.68,MAC000002,0.29200000000000004
12.13,224,9.94,2013-11-13T14:00:00Z,4.39,1031.99,8.15,3.56,0.68,MAC000002,0.199
12.13,230,9.22,2013-11-13T15:00:00Z,3.53,1031.35,7.18,3.72,0.68,MAC000002,0.196
13.57,223,8.39,2013-11-13T16:00:00Z,4.16,1030.66,6.72,2.79,0.75,MAC000002,0.355
16.09,223,7.83,2013-11-13T17:00:00Z,3.53,1030.12,5.99,2.87,0.74,MAC000002,0.846
13.92,222,7.33,2013-11-13T18:00:00Z,3.49,1029.62,5.41,2.85,0.77,MAC000002,1.343
12.23,217,7.18,2013-11-13T19:00:00Z,3.82,1028.73,5.13,2.99,0.79,MAC000002,0.978
12.23,216,6.54,2013-11-13T20:00:00Z,3.92,1027.75,4.07,3.45,0.83,MAC000002,0.521
12.81,214,7.11,2013-11-13T21:00:00Z,4.28,1026.94,4.49,3.91,0.82,MAC000002,0.531
12.68,211,7.95,2013-11-13T22:00:00Z,3.61,1025.94,5.52,3.94,0.74,MAC000002,0.507
12.68,214,8.45,2013-11-13T23:00:00Z,3.63,1024.65,5.93,4.35,0.72,MAC000002,0.45500000000000007
12.68,219,8.58,2013-11-14T00:00:00Z,3.76,1023.47,6.02,4.52,0.72,MAC000002,0.459
11.38,220,8.64,2013-11-14T01:00:00Z,5.34,1022.3,5.82,5.18,0.8,MAC000002,0.23500000000000004
12.68,231,8.31,2013-11-14T02:00:00Z,6.3,1021.28,5.51,4.92,0.87,MAC000002,0.224
13.29,254,8.76,2013-11-14T03:00:00Z,6.69,1020.63,6.06,4.94,0.87,MAC000002,0.223
12.63,264,8.69,2013-11-14T04:00:00Z,6.21,1020.21,5.79,5.44,0.84,MAC000002,0.20400000000000001
13.55,274,8.19,2013-11-14T05:00:00Z,5.7,1020.04,5.24,5.21,0.84,MAC000002,0.198
13.81,281,7.77,2013-11-14T06:00:00Z,5.46,1020.29,4.52,5.7,0.85,MAC000002,0.312
13.62,284,7.37,2013-11-14T07:00:00Z,4.54,1020.62,4.14,5.39,0.82,MAC000002,0.269
14.21,284,7.99,2013-11-14T08:00:00Z,4.03,1021.11,5.01,5.18,0.76,MAC000002,0.871
12.67,288,7.81,2013-11-14T09:00:00Z,3.9,1021.5,4.37,6.27,0.76,MAC000002,1.02
12.13,300,9.14,2013-11-14T10:00:00Z,3.61,1021.88,5.75,7.31,0.68,MAC000002,1.489
12.13,309,9.56,2013-11-14T11:00:00Z,3.03,1022.47,6.18,7.68,0.64,MAC000002,0.5630000000000001
12.13,311,9.58,2013-11-14T12:00:00Z,2.95,1023.01,6.13,8,0.63,MAC000002,0.21200000000000002
12.13,318,9.62,2013-11-14T13:00:00Z,2.48,1023.29,6.37,7.29,0.61,MAC000002,0.2
12.41,318,9.51,2013-11-14T14:00:00Z,2.41,1023.56,6.35,6.87,0.61,MAC000002,0.2
12.13,322,9.41,2013-11-14T15:00:00Z,2.38,1023.93,6.61,5.68,0.61,MAC000002,0.195
12.13,314,8.89,2013-11-14T16:00:00Z,2.68,1024.7,6.09,5.27,0.65,MAC000002,0.208
14.19,308,7.84,2013-11-14T17:00:00Z,2.32,1025.64,5.32,4.06,0.68,MAC000002,0.506
14.32,307,7.16,2013-11-14T18:00:00Z,2.38,1026.5,4.56,3.93,0.72,MAC000002,0.8290000000000001
15.64,312,6.66,2013-11-14T19:00:00Z,2.62,1027.46,3.94,3.92,0.75,MAC000002,1.67
15.06,316,6.56,2013-11-14T20:00:00Z,2.56,1028.31,3.86,3.85,0.76,MAC000002,0.55
14.85,322,6.03,2013-11-14T21:00:00Z,2.2,1029.01,3.22,3.84,0.76,MAC000002,0.549
13.07,326,5.69,2013-11-14T22:00:00Z,1.78,1029.22,2.87,3.72,0.76,MAC000002,0.5609999999999999
13.47,327,5.18,2013-11-14T23:00:00Z,1.21,1029.51,2.32,3.6,0.76,MAC000002,0.537
13.42,329,5.49,2013-11-15T00:00:00Z,0.84,1030.2,2.62,3.73,0.72,MAC000002,0.524
12.79,328,5.11,2013-11-15T01:00:00Z,0.24,1030.64,2.17,3.69,0.71,MAC000002,0.504
13.41,329,5.47,2013-11-15T02:00:00Z,0.32,1030.93,2.6,3.72,0.69,MAC000002,0.365
12.76,335,5.45,2013-11-15T03:00:00Z,0.29,1031.25,2.6,3.67,0.69,MAC000002,0.26
12.59,334,4.65,2013-11-15T04:00:00Z,0.17,1031.34,1.74,3.5,0.73,MAC000002,0.228
13.47,330,4.9,2013-11-15T05:00:00Z,0.17,1031.56,2.05,3.48,0.71,MAC000002,0.231
13.94,335,4.79,2013-11-15T06:00:00Z,0.06,1031.78,1.99,3.38,0.71,MAC000002,0.243
13.84,339,4.73,2013-11-15T07:00:00Z,0.12,1032.21,1.87,3.45,0.72,MAC000002,0.24300000000000002
14.26,336,4.69,2013-11-15T08:00:00Z,0.55,1033.02,2.19,2.92,0.75,MAC000002,0.28500000000000003
14.6,340,5.54,2013-11-15T09:00:00Z,0.85,1033.36,3.19,2.96,0.72,MAC000002,0.515
14.27,354,6.84,2013-11-15T10:00:00Z,1.79,1033.43,4.68,3.06,0.7,MAC000002,0.195
13.02,357,8.1,2013-11-15T11:00:00Z,2.12,1033.5,5.94,3.49,0.66,MAC000002,0.195
12.65,2,9.09,2013-11-15T12:00:00Z,2.99,1033.23,6.88,4.02,0.66,MAC000002,0.21300000000000002
12.38,12,9.25,2013-11-15T13:00:00Z,3.03,1032.95,6.86,4.48,0.65,MAC000002,0.974
12.25,14,9.23,2013-11-15T14:00:00Z,2.88,1032.8,6.9,4.34,0.64,MAC000002,2.193
12.38,21,8.99,2013-11-15T15:00:00Z,2.86,1032.92,7.17,3.21,0.65,MAC000002,1.303
14.02,18,8.25,2013-11-15T16:00:00Z,2.52,1032.89,7.41,1.73,0.67,MAC000002,0.28700000000000003
15.11,0,7.08,2013-11-15T17:00:00Z,2.85,1033.07,6.43,1.41,0.74,MAC000002,0.8360000000000001
13.86,343,6.83,2013-11-15T18:00:00Z,2.77,1033.46,6.14,1.41,0.75,MAC000002,0.778
14.61,337,6.62,2013-11-15T19:00:00Z,2.65,1033.81,6.62,1.31,0.76,MAC000002,1.242
13.92,322,6.4,2013-11-15T20:00:00Z,1.93,1033.96,6.4,1.31,0.73,MAC000002,0.542
11.49,303,4.79,2013-11-15T21:00:00Z,1.69,1034.14,4.79,0.76,0.8,MAC000002,0.544
10.4,247,3.84,2013-11-15T22:00:00Z,1.28,1034.3,3.84,0.52,0.83,MAC000002,0.543
9.3,265,3.33,2013-11-15T23:00:00Z,1.45,1034.33,3.33,0.74,0.88,MAC000002,0.496
9.77,266,2.9,2013-11-16T00:00:00Z,1.82,1034.08,2.9,0.86,0.93,MAC000002,0.386
9.3,251,2.43,2013-11-16T01:00:00Z,1.37,1033.7,2.43,1.05,0.93,MAC000002,0.203
9.27,257,2.37,2013-11-16T02:00:00Z,1.36,1033.3,2.37,1.33,0.93,MAC000002,0.201
9.56,246,2.28,2013-11-16T03:00:00Z,1.24,1033.33,2.28,1.23,0.93,MAC000002,0.219
8.93,236,2.29,2013-11-16T04:00:00Z,1.27,1033.18,2.29,1.17,0.93,MAC000002,0.21500000000000002
9.21,232,1.64,2013-11-16T05:00:00Z,0.69,1032.8,0.05,1.54,0.93,MAC000002,0.20600000000000002
8.87,247,1.44,2013-11-16T06:00:00Z,0.54,1032.71,0.04,1.4,0.94,MAC000002,0.195
8.22,240,1.38,2013-11-16T07:00:00Z,0.52,1032.95,-0.1,1.45,0.94,MAC000002,0.24200000000000005
8.92,241,1.91,2013-11-16T08:00:00Z,0.89,1033.36,0.49,1.46,0.93,MAC000002,0.532
11.04,244,3.54,2013-11-16T09:00:00Z,2.76,1033.53,2.51,1.34,0.95,MAC000002,0.21100000000000002
12.12,256,5.45,2013-11-16T10:00:00Z,4.01,1033.32,4.49,1.48,0.9,MAC000002,0.201
13.37,265,8.47,2013-11-16T11:00:00Z,4.23,1032.83,7.26,2.18,0.75,MAC000002,0.362
11.99,279,8.84,2013-11-16T12:00:00Z,4.01,1031.94,7.21,2.85,0.72,MAC000002,0.20400000000000001
11.47,293,9.14,2013-11-16T13:00:00Z,4.74,1031.55,7.21,3.48,0.74,MAC000002,0.21000000000000002
10.9,284,8.72,2013-11-16T14:00:00Z,5.17,1031.16,7.08,2.83,0.78,MAC000002,0.20600000000000002
10.53,284,8.16,2013-11-16T15:00:00Z,5.19,1030.76,7.01,2.04,0.82,MAC000002,0.194
9.58,282,8.39,2013-11-16T16:00:00Z,5.28,1030.34,7.77,1.54,0.81,MAC000002,0.563
9.3,306,8.29,2013-11-16T17:00:00Z,5.67,1030.3,7.71,1.49,0.84,MAC000002,0.527
9.53,294,7.92,2013-11-16T18:00:00Z,6.01,1030.48,7.92,1.31,0.88,MAC000002,1.301
8.88,302,7.59,2013-11-16T19:00:00Z,6.19,1030.29,7.59,0.86,0.91,MAC000002,1.512
7.9,310,7.91,2013-11-16T20:00:00Z,6.56,1029.92,7.91,0.75,0.91,MAC000002,0.526
7.77,283,8.31,2013-11-16T21:00:00Z,6.29,1029.71,8.31,1.15,0.87,MAC000002,0.531
7.64,298,8.34,2013-11-16T22:00:00Z,6,1029.51,8.34,0.9,0.85,MAC000002,0.5
7.76,315,8.36,2013-11-16T23:00:00Z,5.94,1029.17,8.36,0.87,0.85,MAC000002,0.47000000000000003
7.68,336,8.74,2013-11-17T00:00:00Z,5.52,1029.05,8.74,1.05,0.8,MAC000002,0.474
8.34,328,8.68,2013-11-17T01:00:00Z,5.89,1028.7,8.68,0.84,0.83,MAC000002,0.47900000000000004
7.6,298,8.36,2013-11-17T02:00:00Z,5.83,1028.53,8.36,0.84,0.84,MAC000002,0.251
7.98,320,8.63,2013-11-17T03:00:00Z,5.92,1028.1,8.63,0.91,0.83,MAC000002,0.226
8.45,342,8.32,2013-11-17T04:00:00Z,5.83,1027.61,8.32,1.09,0.84,MAC000002,0.216
9.27,358,8.7,2013-11-17T05:00:00Z,5.78,1027.2,8.7,1.33,0.82,MAC000002,0.201
8.61,3,8.72,2013-11-17T06:00:00Z,5.79,1026.66,8.12,1.57,0.82,MAC000002,0.2
8.92,358,8.28,2013-11-17T07:00:00Z,5.87,1026.57,8.28,1.02,0.85,MAC000002,0.2
7.87,7,8.33,2013-11-17T08:00:00Z,6.22,1026.7,8.33,1.13,0.87,MAC000002,0.199
7.76,26,8.49,2013-11-17T09:00:00Z,6.66,1026.48,7.78,1.65,0.88,MAC000002,0.265
8.18,51,8.92,2013-11-17T10:00:00Z,6.86,1026.05,8.22,1.69,0.87,MAC000002,0.537
8.06,67,9.11,2013-11-17T11:00:00Z,6.91,1025.6,8.17,1.98,0.86,MAC000002,0.7590000000000001
8.06,71,9.12,2013-11-17T12:00:00Z,6.89,1024.83,8.78,1.39,0.86,MAC000002,1.0510000000000002
8.37,63,9.19,2013-11-17T13:00:00Z,6.92,1024.08,9.19,1.29,0.86,MAC000002,0.915
7.11,43,9.57,2013-11-17T14:00:00Z,6.93,1023.3,9.57,1.17,0.84,MAC000002,0.30000000000000004
6,42,9.57,2013-11-17T15:00:00Z,6.99,1022.66,9.57,1.16,0.84,MAC000002,0.28800000000000003
4.7,32,9.48,2013-11-17T16:00:00Z,6.98,1022.01,9.48,1.16,0.84,MAC000002,0.30100000000000005
4.22,25,9.07,2013-11-17T17:00:00Z,7.33,1021.39,9.07,1.09,0.89,MAC000002,0.30500000000000005
3.91,37,9.06,2013-11-17T18:00:00Z,7.34,1020.86,9.06,0.94,0.89,MAC000002,0.30300000000000005
3.56,34,9.07,2013-11-17T19:00:00Z,7.68,1020.35,9.07,0.84,0.91,MAC000002,0.28700000000000003
3.09,46,9.02,2013-11-17T20:00:00Z,7.7,1019.86,9.02,0.84,0.91,MAC000002,0.28800000000000003
2.33,82,8.98,2013-11-17T21:00:00Z,7.71,1019.14,8.98,0.71,0.92,MAC000002,0.29000000000000004
1.92,277,8.63,2013-11-17T22:00:00Z,8,1018.45,8.63,0.51,0.96,MAC000002,0.28900000000000003
1.92,293,8.61,2013-11-17T23:00:00Z,8.02,1017.59,8.61,0.25,0.96,MAC000002,0.41600000000000004
1.92,182,8.54,2013-11-18T00:00:00Z,7.99,1016.9,8.54,0.11,0.96,MAC000002,0.5030000000000001
1.88,158,8.54,2013-11-18T01:00:00Z,7.98,1015.9,8.54,0.46,0.96,MAC000002,0.486
2.01,257,8.53,2013-11-18T02:00:00Z,7.96,1015.14,8.53,0.68,0.96,MAC000002,0.236
1.85,253,8.48,2013-11-18T03:00:00Z,7.97,1014.21,8.48,0.74,0.97,MAC000002,0.21200000000000002
1.59,219,8.49,2013-11-18T04:00:00Z,7.96,1013.36,8.49,0.14,0.96,MAC000002,0.2
1.71,212,8.44,2013-11-18T05:00:00Z,7.93,1012.64,8.44,0.73,0.97,MAC000002,0.198
2.29,243,8.42,2013-11-18T06:00:00Z,7.92,1011.87,8.42,0.93,0.97,MAC000002,0.198
2.14,244,8.4,2013-11-18T07:00:00Z,7.88,1011.55,8.4,1.22,0.97,MAC000002,0.24200000000000002
2.43,239,8.08,2013-11-18T08:00:00Z,7.96,1011.45,8.08,1.32,0.99,MAC000002,0.5630000000000001
2.88,248,8.46,2013-11-18T09:00:00Z,7.66,1011.32,8.46,1.31,0.95,MAC000002,0.358
3.36,246,8.22,2013-11-18T10:00:00Z,7.64,1010.96,7.11,2.02,0.96,MAC000002,0.223
4.31,240,8.62,2013-11-18T11:00:00Z,7.69,1010.47,7.63,1.95,0.94,MAC000002,0.646
5.84,247,8.82,2013-11-18T12:00:00Z,7.72,1009.86,7.43,2.49,0.93,MAC000002,0.6689999999999999
6.84,246,9.23,2013-11-18T13:00:00Z,7.27,1009.24,7.91,2.5,0.88,MAC000002,0.2
7.47,259,9.24,2013-11-18T14:00:00Z,6.96,1008.66,7.58,3.04,0.86,MAC000002,0.29600000000000004
7.32,266,9.18,2013-11-18T15:00:00Z,6.96,1008.26,7.58,2.91,0.86,MAC000002,0.24100000000000005
6.45,281,9.3,2013-11-18T16:00:00Z,7.35,1008.1,7.78,2.83,0.88,MAC000002,0.322
6.23,290,8.69,2013-11-18T17:00:00Z,7.67,1008.22,6.96,2.96,0.93,MAC000002,0.406
8.35,304,9,2013-11-18T18:00:00Z,7.47,1008.6,6.97,3.62,0.9,MAC000002,0.67
9.75,308,8.48,2013-11-18T19:00:00Z,5.63,1008.68,6.36,3.57,0.82,MAC000002,1.504
10.98,311,8.33,2013-11-18T20:00:00Z,5.51,1008.88,6.28,3.37,0.82,MAC000002,0.523
10.64,304,7.95,2013-11-18T21:00:00Z,5.71,1009.2,5.95,3.16,0.86,MAC000002,0.528
9.85,307,7.44,2013-11-18T22:00:00Z,5.61,1009.16,5.15,3.48,0.88,MAC000002,0.524
11.18,308,7.37,2013-11-18T23:00:00Z,5.02,1009.33,5.02,3.55,0.85,MAC000002,0.481
12.07,310,6.78,2013-11-19T00:00:00Z,4.46,1009.38,4.33,3.48,0.85,MAC000002,0.35400000000000004
